OrderNumber;Sales Channel;WarehouseCode;ProcuredDate;OrderDate;ShipDate;DeliveryDate;CurrencyCode;SalesTeamID;SalesTeamHead;CustomerID;CosutmerName;StoreID;ProductID;ProductName;Order Quantity;Discount Applied;Unit Price;Unit Cost
SO - 0004130;In-Store;WARE-UHY1004;15/5/2019;20/9/2019;26/9/2019;29/9/2019;USD;6;Joshua Bennett;23;E. Ltd;230;37;Platters;6;0,1;1299,8;1013,844
SO - 0004131;In-Store;WARE-UHY1004;15/5/2019;20/9/2019;15/10/2019;17/10/2019;USD;6;Joshua Bennett;50;Sundial ;255;31;Candleholders;6;0,15;1085,4;868,32
SO - 0004132;Online;WARE-NMK1003;15/5/2019;21/9/2019;27/9/2019;30/9/2019;USD;17;Frank Brown;50;Sundial ;196;19;Vanities;1;0,075;1105,5;873,345
SO - 0004133;Distributor;WARE-UHY1004;15/5/2019;21/9/2019;10/10/2019;16/10/2019;USD;21;Samuel Fowler;19;Qualitest ;209;42;Bean Bags;8;0,15;1728,6;1123,59
SO - 0004134;Wholesale;WARE-PUJ1005;15/5/2019;21/9/2019;26/9/2019;1/10/2019;USD;27;Shawn Torres;29;Apotheca, Ltd;270;20;Bar Tools;1;0,1;2378,5;1760,09
SO - 0004135;In-Store;WARE-UHY1004;15/5/2019;21/9/2019;28/9/2019;29/9/2019;USD;8;George Lewis;30;S.S.S. Group;219;17;Furniture Cushions;4;0,05;3195,9;2364,966
SO - 0004136;Online;WARE-NMK1003;15/5/2019;21/9/2019;25/9/2019;26/9/2019;USD;18;Shawn Wallace;30;S.S.S. Group;141;32;Vases;6;0,2;214,4;154,368
SO - 0004137;In-Store;WARE-UHY1004;15/5/2019;21/9/2019;30/9/2019;4/10/2019;USD;4;Chris Armstrong;32;OHTA'S Corp;226;7;Dinnerware;4;0,05;984,9;797,769
SO - 0004138;Online;WARE-XYS1001;15/5/2019;21/9/2019;11/10/2019;18/10/2019;USD;16;Anthony Berry;39;Victory Ltd;24;34;Bedroom Furniture;2;0,05;1889,4;1095,852
SO - 0004139;In-Store;WARE-NMK1003;15/5/2019;21/9/2019;2/10/2019;4/10/2019;USD;7;Shawn Cook;9;Ei ;166;25;TV and video;7;0,2;891,1;748,524
SO - 0004140;Online;WARE-NMK1003;15/5/2019;22/9/2019;11/10/2019;20/10/2019;USD;14;Paul Holmes;20;Pacific Ltd;193;7;Dinnerware;1;0,075;1125,6;821,688
SO - 0004141;Online;WARE-NMK1003;15/5/2019;22/9/2019;16/10/2019;24/10/2019;USD;16;Anthony Berry;36;O.E. Ltd;110;3;Table Lamps;1;0,1;6485,6;2723,952
SO - 0004142;Online;WARE-MKL1006;15/5/2019;22/9/2019;27/9/2019;5/10/2019;USD;12;Carl Nguyen;15;Rochester Ltd;339;14;Mirrors;7;0,05;2284,7;1416,514
SO - 0004143;In-Store;WARE-NMK1003;15/5/2019;22/9/2019;27/9/2019;29/9/2019;USD;9;Joshua Ryan;35;Amylin Group;147;9;Baseball;7;0,075;6244,4;3434,42
SO - 0004144;Online;WARE-NMK1003;15/5/2019;22/9/2019;15/10/2019;17/10/2019;USD;15;Roger Alexander;48;Fenwal, Corp;134;16;Stemware;4;0,1;5031,7;2213,948
SO - 0004145;Distributor;WARE-MKL1006;15/5/2019;22/9/2019;8/10/2019;10/10/2019;USD;24;Roy Rice;3;Elorac, Corp;358;19;Vanities;1;0,05;5989,8;4731,942
SO - 0004146;Distributor;WARE-UHY1004;15/5/2019;22/9/2019;9/10/2019;12/10/2019;USD;23;Douglas Tucker;25;Prasco Group;206;41;Collectibles;3;0,2;3725,2;2458,632
SO - 0004147;Wholesale;WARE-PUJ1005;15/5/2019;22/9/2019;30/9/2019;6/10/2019;USD;26;Donald Reynolds;28;Dharma Ltd;275;45;Home Fragrances;3;0,1;1085,4;879,174
SO - 0004148;Online;WARE-PUJ1005;15/5/2019;23/9/2019;27/9/2019;1/10/2019;USD;17;Frank Brown;14;Linde ;289;41;Collectibles;7;0,15;5092;2393,24
SO - 0004149;In-Store;WARE-NMK1003;15/5/2019;23/9/2019;8/10/2019;9/10/2019;USD;3;Jerry Green;31;Uriel Group;203;26;Candles;3;0,075;6036,7;4104,956
SO - 0004150;Online;WARE-UHY1004;15/5/2019;23/9/2019;21/10/2019;23/10/2019;USD;20;Anthony Torres;22;Capweld ;206;17;Furniture Cushions;8;0,15;3872,6;2826,998
SO - 0004151;Online;WARE-PUJ1005;15/5/2019;23/9/2019;18/10/2019;20/10/2019;USD;14;Paul Holmes;6;PEDIFIX, Corp;298;40;Rugs;7;0,1;2941,3;1588,302
SO - 0004152;Online;WARE-UHY1004;15/5/2019;23/9/2019;1/10/2019;6/10/2019;USD;13;Todd Roberts;30;S.S.S. Group;246;12;Dining Furniture;7;0,1;241,2;159,192
SO - 0004153;In-Store;WARE-MKL1006;15/5/2019;23/9/2019;14/10/2019;24/10/2019;USD;1;Adam Hernandez;41;Weimei Corp;348;18;Basketball;1;0,05;268;179,56
SO - 0004154;Online;WARE-NMK1003;15/5/2019;23/9/2019;15/10/2019;20/10/2019;USD;18;Shawn Wallace;33;Trigen ;177;11;Ornaments;2;0,075;167,5;90,45
SO - 0004155;Online;WARE-MKL1006;15/5/2019;23/9/2019;27/9/2019;6/10/2019;USD;20;Anthony Torres;21;Ohio ;357;16;Stemware;7;0,075;1949,7;994,347
SO - 0004156;In-Store;WARE-UHY1004;15/5/2019;23/9/2019;10/10/2019;17/10/2019;USD;6;Joshua Bennett;9;Ei ;243;34;Bedroom Furniture;7;0,1;2680;2144
SO - 0004157;In-Store;WARE-PUJ1005;15/5/2019;23/9/2019;3/10/2019;9/10/2019;USD;2;Keith Griffin;46;U.S. Ltd;291;19;Vanities;4;0,2;3986,5;2591,225
SO - 0004158;Wholesale;WARE-PUJ1005;15/5/2019;23/9/2019;26/9/2019;1/10/2019;USD;27;Shawn Torres;5;Procter Corp;273;3;Table Lamps;2;0,05;167,5;75,375
SO - 0004159;Online;WARE-XYS1001;15/5/2019;23/9/2019;20/10/2019;26/10/2019;USD;20;Anthony Torres;3;Elorac, Corp;12;23;Accessories;8;0,1;194,3;97,15
SO - 0004160;In-Store;WARE-NBV1002;15/5/2019;23/9/2019;15/10/2019;21/10/2019;USD;7;Shawn Cook;24;Burt's Corp;66;28;Phones;8;0,075;2385,2;1073,34
SO - 0004161;Distributor;WARE-NMK1003;15/5/2019;24/9/2019;4/10/2019;5/10/2019;USD;23;Douglas Tucker;31;Uriel Group;141;5;Bathroom Furniture;8;0,075;5219,3;3601,317
SO - 0004162;In-Store;WARE-PUJ1005;15/5/2019;24/9/2019;22/10/2019;1/11/2019;USD;10;Jonathan Hawkins;26;Mylan Corp;285;17;Furniture Cushions;8;0,1;2224,4;1512,592
SO - 0004163;In-Store;WARE-PUJ1005;15/5/2019;24/9/2019;9/10/2019;11/10/2019;USD;1;Adam Hernandez;24;Burt's Corp;284;29;Pendants;8;0,05;2231,1;1472,526
SO - 0004164;In-Store;WARE-UHY1004;15/5/2019;24/9/2019;27/9/2019;30/9/2019;USD;9;Joshua Ryan;25;Prasco Group;255;25;TV and video;6;0,15;5896;4539,92
SO - 0004165;Wholesale;WARE-PUJ1005;15/5/2019;25/9/2019;17/10/2019;20/10/2019;USD;27;Shawn Torres;44;Winthrop ;324;33;Outdoor Decor;8;0,15;2639,8;1847,86
SO - 0004166;In-Store;WARE-NMK1003;15/5/2019;25/9/2019;15/10/2019;16/10/2019;USD;9;Joshua Ryan;42;Llorens Ltd;148;30;Wall Coverings;4;0,05;1045,2;700,284
SO - 0004167;In-Store;WARE-PUJ1005;15/5/2019;25/9/2019;28/9/2019;30/9/2019;USD;5;Stephen Payne;18;Eminence Corp;290;43;Festive;4;0,05;1286,4;951,936
SO - 0004168;Distributor;WARE-NBV1002;15/5/2019;25/9/2019;6/10/2019;8/10/2019;USD;21;Samuel Fowler;28;Dharma Ltd;85;19;Vanities;7;0,15;3865,9;1778,314
SO - 0004169;In-Store;WARE-PUJ1005;15/5/2019;25/9/2019;17/10/2019;19/10/2019;USD;4;Chris Armstrong;50;Sundial ;284;41;Collectibles;4;0,05;6519,1;3520,314
SO - 0004170;Online;WARE-NMK1003;15/5/2019;25/9/2019;14/10/2019;17/10/2019;USD;12;Carl Nguyen;3;Elorac, Corp;175;37;Platters;7;0,1;4006,6;3365,544
SO - 0004171;Wholesale;WARE-UHY1004;15/5/2019;25/9/2019;23/10/2019;30/10/2019;USD;28;Carlos Miller;17;Pure Group;209;29;Pendants;7;0,075;1078,7;841,386
SO - 0004172;In-Store;WARE-XYS1001;15/5/2019;25/9/2019;3/10/2019;12/10/2019;USD;5;Stephen Payne;49;Bare ;52;10;Blankets;4;0,1;1125,6;675,36
SO - 0004173;In-Store;WARE-UHY1004;15/5/2019;25/9/2019;21/10/2019;29/10/2019;USD;12;Carl Nguyen;44;Winthrop ;209;5;Bathroom Furniture;5;0,1;247,9;203,278
SO - 0004174;In-Store;WARE-PUJ1005;15/5/2019;26/9/2019;29/9/2019;9/10/2019;USD;7;Shawn Cook;9;Ei ;289;27;Wreaths;1;0,05;2378,5;1879,015
SO - 0004175;Wholesale;WARE-PUJ1005;15/5/2019;26/9/2019;2/10/2019;5/10/2019;USD;27;Shawn Torres;49;Bare ;299;6;Computers;1;0,15;254,6;137,484
SO - 0004176;In-Store;WARE-XYS1001;15/5/2019;26/9/2019;13/10/2019;14/10/2019;USD;8;George Lewis;21;Ohio ;42;9;Baseball;6;0,05;3309,8;2647,84
SO - 0004177;Online;WARE-PUJ1005;15/5/2019;26/9/2019;7/10/2019;16/10/2019;USD;14;Paul Holmes;36;O.E. Ltd;275;40;Rugs;2;0,05;1896,1;1004,933
SO - 0004178;Wholesale;WARE-NBV1002;15/5/2019;26/9/2019;24/10/2019;2/11/2019;USD;28;Carlos Miller;23;E. Ltd;68;27;Wreaths;2;0,1;1172,5;949,725
SO - 0004179;Distributor;WARE-XYS1001;15/5/2019;26/9/2019;7/10/2019;14/10/2019;USD;22;Joe Price;48;Fenwal, Corp;14;31;Candleholders;5;0,15;3289,7;1348,777
SO - 0004180;Distributor;WARE-NMK1003;15/5/2019;26/9/2019;13/10/2019;22/10/2019;USD;24;Roy Rice;7;New Ltd;165;17;Furniture Cushions;1;0,05;1038,5;623,1
SO - 0004181;Distributor;WARE-MKL1006;15/5/2019;26/9/2019;17/10/2019;21/10/2019;USD;23;Douglas Tucker;37;AuroMedics Corp;363;17;Furniture Cushions;5;0,075;1125,6;877,968
SO - 0004182;In-Store;WARE-MKL1006;15/5/2019;26/9/2019;16/10/2019;25/10/2019;USD;4;Chris Armstrong;2;WakeFern ;360;7;Dinnerware;8;0,075;1869,3;1495,44
SO - 0004183;In-Store;WARE-NMK1003;15/5/2019;27/9/2019;8/10/2019;15/10/2019;USD;12;Carl Nguyen;27;Wuxi Group;134;40;Rugs;8;0,1;1118,9;704,907
SO - 0004184;In-Store;WARE-UHY1004;15/5/2019;27/9/2019;29/9/2019;30/9/2019;USD;5;Stephen Payne;36;O.E. Ltd;209;11;Ornaments;4;0,075;1969,8;827,316
SO - 0004185;In-Store;WARE-UHY1004;15/5/2019;27/9/2019;18/10/2019;20/10/2019;USD;9;Joshua Ryan;16;3LAB, Ltd;214;23;Accessories;4;0,3;3932,9;1612,489
SO - 0004186;In-Store;WARE-UHY1004;15/5/2019;27/9/2019;8/10/2019;15/10/2019;USD;9;Joshua Ryan;29;Apotheca, Ltd;215;38;Wardrobes;3;0,05;1185,9;723,399
SO - 0004187;In-Store;WARE-UHY1004;15/5/2019;27/9/2019;17/10/2019;21/10/2019;USD;3;Jerry Green;12;Medline ;231;46;Sculptures;8;0,05;1078,7;668,794
SO - 0004188;Online;WARE-PUJ1005;15/5/2019;27/9/2019;22/10/2019;28/10/2019;USD;18;Shawn Wallace;44;Winthrop ;286;33;Outdoor Decor;7;0,05;971,5;437,175
SO - 0004189;Distributor;WARE-NBV1002;15/5/2019;28/9/2019;25/10/2019;30/10/2019;USD;22;Joe Price;16;3LAB, Ltd;64;38;Wardrobes;4;0,2;167,5;142,375
SO - 0004190;Online;WARE-NMK1003;15/5/2019;28/9/2019;13/10/2019;16/10/2019;USD;20;Anthony Torres;18;Eminence Corp;146;40;Rugs;6;0,05;3946,3;2249,391
SO - 0004191;Distributor;WARE-UHY1004;15/5/2019;28/9/2019;9/10/2019;17/10/2019;USD;22;Joe Price;40;Select ;258;1;Cookware;2;0,2;1005;703,5
SO - 0004192;In-Store;WARE-NMK1003;15/5/2019;28/9/2019;15/10/2019;23/10/2019;USD;11;Joshua Little;34;OUR Ltd;108;14;Mirrors;1;0,075;1011,7;485,616
SO - 0004193;Online;WARE-UHY1004;15/5/2019;28/9/2019;16/10/2019;19/10/2019;USD;13;Todd Roberts;31;Uriel Group;252;4;Serveware;1;0,05;2941,3;1676,541
SO - 0004194;In-Store;WARE-MKL1006;15/5/2019;28/9/2019;4/10/2019;11/10/2019;USD;8;George Lewis;26;Mylan Corp;346;5;Bathroom Furniture;7;0,1;3832,4;2721,004
SO - 0004195;Distributor;WARE-XYS1001;15/5/2019;28/9/2019;21/10/2019;29/10/2019;USD;21;Samuel Fowler;21;Ohio ;22;15;Outdoor Furniture;6;0,075;3986,5;2710,82
SO - 0004196;Online;WARE-NMK1003;15/5/2019;28/9/2019;3/10/2019;13/10/2019;USD;17;Frank Brown;45;Nipro ;181;28;Phones;3;0,05;1011,7;829,594
SO - 0004197;Online;WARE-NMK1003;15/5/2019;28/9/2019;12/10/2019;20/10/2019;USD;17;Frank Brown;1;Avon Corp;200;40;Rugs;4;0,2;2659,9;1728,935
SO - 0004198;Online;WARE-NMK1003;23/8/2019;28/9/2019;1/10/2019;8/10/2019;USD;18;Shawn Wallace;26;Mylan Corp;100;1;Cookware;8;0,05;1065,3;585,915
SO - 0004199;Online;WARE-UHY1004;23/8/2019;28/9/2019;20/10/2019;27/10/2019;USD;16;Anthony Berry;8;Medsep Group;226;12;Dining Furniture;6;0,15;1936,3;1006,876
SO - 0004200;Distributor;WARE-NMK1003;15/5/2019;28/9/2019;3/10/2019;11/10/2019;USD;21;Samuel Fowler;32;OHTA'S Corp;161;47;Audio;4;0,075;221,1;112,761
SO - 0004201;Online;WARE-XYS1001;15/5/2019;28/9/2019;12/10/2019;14/10/2019;USD;20;Anthony Torres;10;21st Ltd;42;14;Mirrors;4;0,075;1293,1;1086,204
SO - 0004202;Wholesale;WARE-UHY1004;15/5/2019;29/9/2019;19/10/2019;26/10/2019;USD;26;Donald Reynolds;2;WakeFern ;219;2;Photo Frames;2;0,05;2659,9;1196,955
SO - 0004203;In-Store;WARE-PUJ1005;15/5/2019;29/9/2019;22/10/2019;29/10/2019;USD;3;Jerry Green;34;OUR Ltd;295;16;Stemware;8;0,05;1125,6;551,544
SO - 0004204;In-Store;WARE-UHY1004;15/5/2019;29/9/2019;23/10/2019;25/10/2019;USD;4;Chris Armstrong;12;Medline ;237;27;Wreaths;3;0,05;1065,3;862,893
SO - 0004205;Online;WARE-NMK1003;23/8/2019;29/9/2019;25/10/2019;27/10/2019;USD;19;Nicholas Cunningham;10;21st Ltd;151;21;Floral;4;0,05;6083,6;4562,7
SO - 0004206;Wholesale;WARE-NBV1002;15/5/2019;29/9/2019;23/10/2019;29/10/2019;USD;28;Carlos Miller;41;Weimei Corp;64;8;Cocktail Glasses;1;0,075;904,5;587,925
SO - 0004207;In-Store;WARE-MKL1006;15/5/2019;29/9/2019;1/10/2019;3/10/2019;USD;4;Chris Armstrong;8;Medsep Group;331;18;Basketball;4;0,1;1882,7;1242,582
SO - 0004208;Online;WARE-XYS1001;15/5/2019;29/9/2019;21/10/2019;28/10/2019;USD;20;Anthony Torres;23;E. Ltd;37;17;Furniture Cushions;4;0,05;1715,2;737,536
SO - 0004209;In-Store;WARE-XYS1001;15/5/2019;29/9/2019;6/10/2019;7/10/2019;USD;10;Jonathan Hawkins;44;Winthrop ;21;26;Candles;7;0,05;3899,4;2924,55
SO - 0004210;Wholesale;WARE-NMK1003;15/5/2019;29/9/2019;12/10/2019;13/10/2019;USD;26;Donald Reynolds;6;PEDIFIX, Corp;170;36;Clocks;1;0,15;3510,8;1966,048
SO - 0004211;Online;WARE-UHY1004;15/5/2019;30/9/2019;8/10/2019;17/10/2019;USD;19;Nicholas Cunningham;27;Wuxi Group;223;6;Computers;1;0,05;978,2;391,28
SO - 0004212;In-Store;WARE-NMK1003;15/5/2019;30/9/2019;14/10/2019;21/10/2019;USD;8;George Lewis;38;Ascend Ltd;188;35;Table Linens;6;0,075;6391,8;3515,49
SO - 0004213;In-Store;WARE-NMK1003;15/5/2019;30/9/2019;7/10/2019;16/10/2019;USD;8;George Lewis;40;Select ;175;32;Vases;7;0,1;1842,5;1123,925
SO - 0004214;Online;WARE-NMK1003;23/8/2019;30/9/2019;27/10/2019;28/10/2019;USD;19;Nicholas Cunningham;3;Elorac, Corp;183;31;Candleholders;4;0,075;3886;1554,4
SO - 0004215;In-Store;WARE-PUJ1005;23/8/2019;30/9/2019;25/10/2019;4/11/2019;USD;5;Stephen Payne;48;Fenwal, Corp;321;44;Pillows;5;0,05;1809;1537,65
SO - 0004216;Online;WARE-PUJ1005;15/5/2019;30/9/2019;21/10/2019;22/10/2019;USD;19;Nicholas Cunningham;5;Procter Corp;308;13;Bakeware;1;0,05;6237,7;5052,537
SO - 0004217;Online;WARE-NMK1003;15/5/2019;30/9/2019;4/10/2019;11/10/2019;USD;18;Shawn Wallace;13;Ole Group;129;31;Candleholders;7;0,1;3859,2;2547,072
SO - 0004218;In-Store;WARE-NMK1003;15/5/2019;30/9/2019;7/10/2019;16/10/2019;USD;3;Jerry Green;23;E. Ltd;199;20;Bar Tools;1;0,15;1252,9;789,327
SO - 0004219;Online;WARE-MKL1006;15/5/2019;1/10/2019;19/10/2019;21/10/2019;USD;14;Paul Holmes;23;E. Ltd;361;37;Platters;5;0,075;1065,3;543,303
SO - 0004220;In-Store;WARE-XYS1001;15/5/2019;1/10/2019;21/10/2019;27/10/2019;USD;12;Carl Nguyen;33;Trigen ;21;21;Floral;4;0,3;2673,3;1122,786
SO - 0004221;Distributor;WARE-NMK1003;15/5/2019;1/10/2019;4/10/2019;9/10/2019;USD;21;Samuel Fowler;36;O.E. Ltd;121;8;Cocktail Glasses;1;0,05;3906,1;2538,965
SO - 0004222;In-Store;WARE-MKL1006;23/8/2019;1/10/2019;27/10/2019;6/11/2019;USD;1;Adam Hernandez;46;U.S. Ltd;355;2;Photo Frames;8;0,1;5795,5;3709,12
SO - 0004223;In-Store;WARE-PUJ1005;15/5/2019;1/10/2019;17/10/2019;26/10/2019;USD;7;Shawn Cook;45;Nipro ;319;30;Wall Coverings;2;0,15;1742;1201,98
SO - 0004224;Online;WARE-NBV1002;15/5/2019;1/10/2019;3/10/2019;11/10/2019;USD;16;Anthony Berry;6;PEDIFIX, Corp;60;2;Photo Frames;8;0,15;3872,6;3059,354
SO - 0004225;In-Store;WARE-MKL1006;15/5/2019;1/10/2019;9/10/2019;18/10/2019;USD;7;Shawn Cook;12;Medline ;357;10;Blankets;8;0,1;268;171,52
SO - 0004226;Wholesale;WARE-NMK1003;15/5/2019;1/10/2019;23/10/2019;31/10/2019;USD;25;Patrick Graham;48;Fenwal, Corp;149;31;Candleholders;1;0,075;924,6;656,466
SO - 0004227;Online;WARE-UHY1004;15/5/2019;1/10/2019;28/10/2019;6/11/2019;USD;18;Shawn Wallace;12;Medline ;259;39;Floor Lamps;5;0,075;3845,8;1653,694
SO - 0004228;Online;WARE-NMK1003;23/8/2019;2/10/2019;8/10/2019;9/10/2019;USD;20;Anthony Torres;48;Fenwal, Corp;166;26;Candles;8;0,1;1038,5;446,555
SO - 0004229;In-Store;WARE-MKL1006;15/5/2019;2/10/2019;7/10/2019;10/10/2019;USD;6;Joshua Bennett;21;Ohio ;352;31;Candleholders;2;0,075;1916,2;1207,206
SO - 0004230;In-Store;WARE-XYS1001;15/5/2019;2/10/2019;25/10/2019;26/10/2019;USD;8;George Lewis;32;OHTA'S Corp;49;33;Outdoor Decor;5;0,4;1889,4;888,018
SO - 0004231;In-Store;WARE-PUJ1005;15/5/2019;2/10/2019;12/10/2019;13/10/2019;USD;4;Chris Armstrong;46;U.S. Ltd;267;44;Pillows;4;0,075;1051,9;831,001
SO - 0004232;In-Store;WARE-XYS1001;15/5/2019;2/10/2019;30/10/2019;7/11/2019;USD;10;Jonathan Hawkins;7;New Ltd;11;40;Rugs;8;0,05;1078,7;647,22
SO - 0004233;Distributor;WARE-NMK1003;23/8/2019;3/10/2019;8/10/2019;10/10/2019;USD;23;Douglas Tucker;21;Ohio ;197;8;Cocktail Glasses;2;0,2;3926,2;2630,554
SO - 0004234;Wholesale;WARE-UHY1004;15/5/2019;3/10/2019;7/10/2019;16/10/2019;USD;27;Shawn Torres;11;Apollo Ltd;260;7;Dinnerware;8;0,1;1996,6;1257,858
SO - 0004235;Distributor;WARE-NMK1003;15/5/2019;3/10/2019;15/10/2019;21/10/2019;USD;24;Roy Rice;31;Uriel Group;116;34;Bedroom Furniture;1;0,075;4006,6;1802,97
SO - 0004236;Online;WARE-UHY1004;15/5/2019;3/10/2019;26/10/2019;27/10/2019;USD;14;Paul Holmes;50;Sundial ;212;7;Dinnerware;7;0,3;2613;1097,46
SO - 0004237;Wholesale;WARE-NBV1002;23/8/2019;3/10/2019;14/10/2019;20/10/2019;USD;26;Donald Reynolds;17;Pure Group;86;19;Vanities;8;0,1;2639,8;2111,84
SO - 0004238;In-Store;WARE-PUJ1005;23/8/2019;3/10/2019;21/10/2019;23/10/2019;USD;1;Adam Hernandez;15;Rochester Ltd;320;11;Ornaments;1;0,1;6458,8;4714,924
SO - 0004239;Online;WARE-NMK1003;15/5/2019;3/10/2019;20/10/2019;24/10/2019;USD;17;Frank Brown;7;New Ltd;115;22;Wine Storage;2;0,075;3095,4;2166,78
SO - 0004240;Online;WARE-NMK1003;23/8/2019;3/10/2019;25/10/2019;3/11/2019;USD;14;Paul Holmes;18;Eminence Corp;132;13;Bakeware;4;0,4;1125,6;484,008
SO - 0004241;In-Store;WARE-PUJ1005;15/5/2019;3/10/2019;31/10/2019;1/11/2019;USD;12;Carl Nguyen;36;O.E. Ltd;294;14;Mirrors;3;0,2;1018,4;427,728
SO - 0004242;Online;WARE-UHY1004;15/5/2019;3/10/2019;7/10/2019;12/10/2019;USD;14;Paul Holmes;50;Sundial ;249;5;Bathroom Furniture;6;0,05;5333,2;3573,244
SO - 0004243;Distributor;WARE-UHY1004;15/5/2019;3/10/2019;27/10/2019;2/11/2019;USD;25;Patrick Graham;34;OUR Ltd;227;20;Bar Tools;4;0,075;5842,4;4790,768
SO - 0004244;In-Store;WARE-NMK1003;15/5/2019;4/10/2019;18/10/2019;25/10/2019;USD;1;Adam Hernandez;47;Niconovum Corp;186;46;Sculptures;6;0,075;750,4;555,296
SO - 0004245;Wholesale;WARE-NMK1003;15/5/2019;4/10/2019;30/10/2019;4/11/2019;USD;26;Donald Reynolds;22;Capweld ;154;37;Platters;6;0,075;3973,1;3019,556
SO - 0004246;Distributor;WARE-PUJ1005;15/5/2019;4/10/2019;7/10/2019;17/10/2019;USD;22;Joe Price;26;Mylan Corp;328;2;Photo Frames;7;0,4;1943;1029,79
SO - 0004247;Online;WARE-XYS1001;23/8/2019;4/10/2019;22/10/2019;23/10/2019;USD;16;Anthony Berry;14;Linde ;1;28;Phones;7;0,075;3879,3;2056,029
SO - 0004248;Online;WARE-NMK1003;15/5/2019;4/10/2019;30/10/2019;31/10/2019;USD;15;Roger Alexander;2;WakeFern ;189;36;Clocks;4;0,05;1085,4;705,51
SO - 0004249;In-Store;WARE-XYS1001;15/5/2019;4/10/2019;6/10/2019;13/10/2019;USD;2;Keith Griffin;40;Select ;58;32;Vases;4;0,15;2532,6;1013,04
SO - 0004250;Distributor;WARE-UHY1004;23/8/2019;4/10/2019;25/10/2019;29/10/2019;USD;24;Roy Rice;42;Llorens Ltd;231;33;Outdoor Decor;1;0,075;3939,6;1812,216
SO - 0004251;In-Store;WARE-NBV1002;23/8/2019;5/10/2019;30/10/2019;5/11/2019;USD;3;Jerry Green;23;E. Ltd;70;37;Platters;4;0,1;1145,7;744,705
SO - 0004252;Online;WARE-XYS1001;15/5/2019;5/10/2019;27/10/2019;1/11/2019;USD;20;Anthony Torres;16;3LAB, Ltd;8;40;Rugs;6;0,075;1005;683,4
SO - 0004253;Online;WARE-UHY1004;15/5/2019;5/10/2019;24/10/2019;30/10/2019;USD;12;Carl Nguyen;38;Ascend Ltd;246;37;Platters;8;0,15;247,9;156,177
SO - 0004254;In-Store;WARE-NBV1002;15/5/2019;5/10/2019;14/10/2019;24/10/2019;USD;11;Joshua Little;41;Weimei Corp;87;36;Clocks;3;0,05;3845,8;2845,892
SO - 0004255;Wholesale;WARE-NBV1002;23/8/2019;5/10/2019;8/10/2019;16/10/2019;USD;25;Patrick Graham;12;Medline ;70;39;Floor Lamps;2;0,15;5038,4;3627,648
SO - 0004256;In-Store;WARE-PUJ1005;15/5/2019;5/10/2019;8/10/2019;14/10/2019;USD;11;Joshua Little;3;Elorac, Corp;300;10;Blankets;3;0,3;254,6;162,944
SO - 0004257;In-Store;WARE-XYS1001;15/5/2019;6/10/2019;23/10/2019;27/10/2019;USD;8;George Lewis;30;S.S.S. Group;55;13;Bakeware;7;0,1;2559,4;2098,708
SO - 0004258;In-Store;WARE-NMK1003;15/5/2019;6/10/2019;21/10/2019;27/10/2019;USD;4;Chris Armstrong;21;Ohio ;164;33;Outdoor Decor;5;0,05;1976,5;1067,31
SO - 0004259;Wholesale;WARE-PUJ1005;15/5/2019;6/10/2019;3/11/2019;4/11/2019;USD;27;Shawn Torres;16;3LAB, Ltd;319;7;Dinnerware;1;0,15;194,3;163,212
SO - 0004260;Online;WARE-XYS1001;23/8/2019;6/10/2019;17/10/2019;25/10/2019;USD;19;Nicholas Cunningham;23;E. Ltd;41;12;Dining Furniture;5;0,2;5587,8;2738,022
SO - 0004261;In-Store;WARE-NMK1003;15/5/2019;6/10/2019;13/10/2019;15/10/2019;USD;9;Joshua Ryan;37;AuroMedics Corp;196;18;Basketball;3;0,1;3973,1;3019,556
SO - 0004262;Online;WARE-PUJ1005;15/5/2019;6/10/2019;28/10/2019;5/11/2019;USD;19;Nicholas Cunningham;10;21st Ltd;279;39;Floor Lamps;7;0,075;5286,3;2590,287
SO - 0004263;Distributor;WARE-PUJ1005;23/8/2019;6/10/2019;1/11/2019;7/11/2019;USD;21;Samuel Fowler;26;Mylan Corp;288;22;Wine Storage;6;0,3;6411,9;2564,76
SO - 0004264;In-Store;WARE-XYS1001;15/5/2019;6/10/2019;29/10/2019;31/10/2019;USD;4;Chris Armstrong;17;Pure Group;16;17;Furniture Cushions;7;0,05;3865,9;1739,655
SO - 0004265;Online;WARE-MKL1006;23/8/2019;6/10/2019;11/10/2019;14/10/2019;USD;15;Roger Alexander;40;Select ;350;14;Mirrors;7;0,05;1011,7;414,797
SO - 0004266;Online;WARE-XYS1001;15/5/2019;7/10/2019;1/11/2019;7/11/2019;USD;12;Carl Nguyen;8;Medsep Group;34;37;Platters;8;0,05;3852,5;2927,9
SO - 0004267;Online;WARE-NMK1003;15/5/2019;7/10/2019;15/10/2019;24/10/2019;USD;13;Todd Roberts;27;Wuxi Group;95;39;Floor Lamps;5;0,1;1701,8;1123,188
SO - 0004268;Online;WARE-NMK1003;15/5/2019;7/10/2019;4/11/2019;11/11/2019;USD;13;Todd Roberts;50;Sundial ;169;41;Collectibles;1;0,1;201;148,74
SO - 0004269;Online;WARE-NMK1003;15/5/2019;7/10/2019;27/10/2019;31/10/2019;USD;19;Nicholas Cunningham;47;Niconovum Corp;163;11;Ornaments;5;0,05;2546;1603,98
